"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_fall_les","edad_fall_les","edad_m1","g_edad_fall_les","estado_implicado","tipo_vehi","color_vehi","casusa_acc"
169,10,"Enero","Martes",1,"Quetzaltenango","Olintepeque","Rural","Ignorado","Mujer","26","Mayor","25-29","Lesionado","Bus urbano","Rojo","Colisiono"
170,10,"Enero","Martes",1,"Quetzaltenango","Olintepeque","Rural","Ignorado","Hombre","44","Mayor","40-44","Lesionado","Bus urbano","Rojo","Colisiono"
171,10,"Enero","Martes",1,"Quetzaltenango","Olintepeque","Rural","Ignorado","Hombre","18","Mayor","15-19","Lesionado","Bus urbano","Rojo","Colisiono"
172,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","10","Menor","Menosr de 15","Lesionado","Microbus","Negro","Choque"
173,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","20","Mayor","20-24","Lesionado","Microbus","Negro","Choque"
174,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","24","Mayor","20-24","Lesionado","Microbus","Negro","Choque"
175,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Microbus","Negro","Choque"
176,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","19","Mayor","15-19","Lesionado","Microbus","Negro","Choque"
177,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","18","Mayor","15-19","Lesionado","Microbus","Negro","Choque"
178,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","17","Menor","15-19","Lesionado","Microbus","Negro","Choque"
179,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","33","Mayor","30-34","Lesionado","Microbus","Negro","Choque"
180,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","10","Menor","Menosr de 15","Lesionado","Microbus","Negro","Choque"
181,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","59","Mayor","55 y más","Lesionado","Microbus","Negro","Choque"
182,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","18","Mayor","15-19","Lesionado","Microbus","Negro","Choque"
183,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","41","Mayor","40-44","Lesionado","Microbus","Negro","Choque"
184,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","3","Menor","Menosr de 15","Lesionado","Microbus","Negro","Choque"
185,10,"Enero","Martes",19,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","18","Mayor","15-19","Lesionado","Microbus","Negro","Choque"
186,11,"Enero","Miercoles",9,"Guatemala","Villa Nueva","Rural","4","Hombre","23","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
187,11,"Enero","Miercoles",11,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","31","Mayor","30-34","Lesionado","Grua","Ignorado","Vuelco"
188,11,"Enero","Miercoles",11,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","26","Mayor","25-29","Lesionado","Grua","Ignorado","Vuelco"
189,11,"Enero","Miercoles",11,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","20","Mayor","20-24","Lesionado","Grua","Ignorado","Vuelco"
190,11,"Enero","Miercoles",17,"Escuintla","Palín","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Fallecido","Cabezal","Ignorado","Colisiono"
191,11,"Enero","Miercoles",17,"Escuintla","Palín","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Fallecido","Cabezal","Ignorado","Colisiono"
192,11,"Enero","Miercoles",17,"Escuintla","Palín","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Fallecido","Cabezal","Ignorado","Colisiono"
193,11,"Enero","Miercoles",17,"Escuintla","Palín","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Fallecido","Cabezal","Ignorado","Colisiono"
194,11,"Enero","Miercoles",17,"Escuintla","Palín","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Fallecido","Cabezal","Ignorado","Colisiono"
195,11,"Enero","Miercoles",18,"Escuintla","Palín","Rural","Ignorado","Hombre","65","Mayor","55 y más","Lesionado","Bus extraurbano","Verde","Vuelco"
196,11,"Enero","Miercoles",18,"Escuintla","Palín","Rural","Ignorado","Hombre","57","Mayor","55 y más","Lesionado","Bus extraurbano","Verde","Vuelco"
197,11,"Enero","Miercoles",18,"Escuintla","Palín","Rural","Ignorado","Hombre","42","Mayor","40-44","Lesionado","Bus extraurbano","Verde","Vuelco"
198,11,"Enero","Miercoles",18,"Escuintla","Palín","Rural","Ignorado","Hombre","51","Mayor","50-54","Lesionado","Bus extraurbano","Verde","Vuelco"
199,11,"Enero","Miercoles",18,"Escuintla","Palín","Rural","Ignorado","Hombre","64","Mayor","55 y más","Lesionado","Bus extraurbano","Verde","Vuelco"
200,11,"Enero","Miercoles",18,"Escuintla","Palín","Rural","Ignorado","Mujer","32","Mayor","30-34","Lesionado","Bus extraurbano","Verde","Vuelco"
201,11,"Enero","Miercoles",18,"Escuintla","Palín","Rural","Ignorado","Hombre","84","Mayor","55 y más","Lesionado","Bus extraurbano","Verde","Vuelco"
202,11,"Enero","Miercoles",18,"Escuintla","Palín","Rural","Ignorado","Mujer","71","Mayor","55 y más","Lesionado","Bus extraurbano","Verde","Vuelco"
203,11,"Enero","Miercoles",18,"Escuintla","Palín","Rural","Ignorado","Mujer","52","Mayor","50-54","Lesionado","Bus extraurbano","Verde","Vuelco"
204,11,"Enero","Miercoles",18,"Escuintla","Palín","Rural","Ignorado","Mujer","66","Mayor","55 y más","Lesionado","Bus extraurbano","Verde","Vuelco"
205,11,"Enero","Miercoles",18,"Quetzaltenango","Quetzaltenango","Rural","2","Hombre","30","Mayor","30-34","Lesionado","Motocicleta","Rojo","Colisiono"
206,11,"Enero","Miercoles",18,"Quetzaltenango","Quetzaltenango","Rural","2","Hombre","10","Menor","Menosr de 15","Lesionado","Motocicleta","Rojo","Colisiono"
207,11,"Enero","Miercoles",20,"Totonicapán","San Francisco el Alto","Urbano","1","Hombre","25","Mayor","25-29","Lesionado","Motocicleta","Amarillo","Colisiono"
208,12,"Enero","Jueves",18,"Jalapa","San Pedro Pinula","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Motocicleta","Rojo","Choque"
209,12,"Enero","Jueves",18,"Jalapa","San Pedro Pinula","Rural","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Motocicleta","Rojo","Choque"
210,12,"Enero","Jueves",8,"Chiquimula","Esquipulas","Rural","Ignorado","Hombre","51","Mayor","50-54","Lesionado","Automovil","Corinto","Colisiono"
211,12,"Enero","Jueves",8,"Chiquimula","Esquipulas","Rural","Ignorado","Hombre","74","Mayor","55 y más","Lesionado","Automovil","Corinto","Colisiono"
212,12,"Enero","Jueves",8,"Chiquimula","Esquipulas","Rural","Ignorado","Mujer","38","Mayor","35-39","Lesionado","Automovil","Corinto","Colisiono"
213,12,"Enero","Jueves",8,"Chiquimula","Esquipulas","Rural","Ignorado","Mujer","45","Mayor","45-49","Lesionado","Automovil","Corinto","Colisiono"
214,12,"Enero","Jueves",8,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","24","Mayor","20-24","Lesionado","Camión","Blanco","Choque"
215,12,"Enero","Jueves",8,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","17","Menor","15-19","Lesionado","Camión","Blanco","Choque"
216,12,"Enero","Jueves",20,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","30","Mayor","30-34","Fallecido","Motocicleta","Negro","Colisiono"
217,12,"Enero","Jueves",9,"Alta Verapaz","Lanquín","Rural","Ignorado","Hombre","26","Mayor","25-29","Lesionado","Motocicleta","Ignorado","Colisiono"
218,12,"Enero","Jueves",9,"Alta Verapaz","Lanquín","Rural","Ignorado","Hombre","24","Mayor","20-24","Lesionado","Motocicleta","Ignorado","Colisiono"
219,12,"Enero","Jueves",15,"Quiché","Chiché","Urbano","Ignorado","Mujer","70","Mayor","55 y más","Lesionado","Microbus","Verde","Vuelco"
220,12,"Enero","Jueves",15,"Quiché","Chiché","Urbano","Ignorado","Mujer","40","Mayor","40-44","Lesionado","Microbus","Verde","Vuelco"
221,12,"Enero","Jueves",15,"Quiché","Chiché","Urbano","Ignorado","Mujer","39","Mayor","35-39","Lesionado","Microbus","Verde","Vuelco"
222,12,"Enero","Jueves",15,"Quiché","Chiché","Urbano","Ignorado","Mujer","17","Menor","15-19","Lesionado","Microbus","Verde","Vuelco"
223,12,"Enero","Jueves",15,"Quiché","Chiché","Urbano","Ignorado","Mujer","8","Menor","Menosr de 15","Lesionado","Microbus","Verde","Vuelco"
224,12,"Enero","Jueves",15,"Quiché","Chiché","Urbano","Ignorado","Mujer","4","Menor","Menosr de 15","Lesionado","Microbus","Verde","Vuelco"
225,12,"Enero","Jueves",15,"Quiché","Chiché","Urbano","Ignorado","Hombre","1","Menor","Menosr de 15","Lesionado","Microbus","Verde","Vuelco"
226,12,"Enero","Jueves",21,"Guatemala","Petapa","Urbano","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Motocicleta","Azul","Colisiono"
227,12,"Enero","Jueves",5,"Guatemala","Guatemala","Urbano","6","Mujer","24","Mayor","20-24","Lesionado","Automovil","Azul","Choque"
228,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","75","Mayor","55 y más","Lesionado","Pick up","Gris","Vuelco"
229,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","65","Mayor","55 y más","Lesionado","Pick up","Gris","Vuelco"
230,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","70","Mayor","55 y más","Lesionado","Pick up","Gris","Vuelco"
231,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","49","Mayor","45-49","Lesionado","Pick up","Gris","Vuelco"
232,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","45","Mayor","45-49","Lesionado","Pick up","Gris","Vuelco"
233,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","35","Mayor","35-39","Lesionado","Pick up","Gris","Vuelco"
234,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","34","Mayor","30-34","Lesionado","Pick up","Gris","Vuelco"
235,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","30","Mayor","30-34","Lesionado","Pick up","Gris","Vuelco"
236,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Pick up","Gris","Vuelco"
237,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","19","Mayor","15-19","Lesionado","Pick up","Gris","Vuelco"
238,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Mujer","15","Menor","15-19","Lesionado","Pick up","Gris","Vuelco"
239,12,"Enero","Jueves",10,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","16","Menor","15-19","Lesionado","Pick up","Gris","Vuelco"
240,13,"Enero","Sábado",4,"Guatemala","Guatemala","Rural","11","Hombre","22","Mayor","20-24","Lesionado","Automovil","Blanco","Choque"
241,13,"Enero","Sábado",4,"Guatemala","Guatemala","Rural","11","Hombre","26","Mayor","25-29","Fallecido","Automovil","Blanco","Choque"
242,13,"Enero","Sábado",17,"Jalapa","Monjas","Urbano","Ignorado","Hombre","22","Mayor","20-24","Lesionado","Motocicleta","Azul","Colisiono"
243,13,"Enero","Sábado",23,"Zacapa","Gualán","Urbano","Ignorado","Hombre","31","Mayor","30-34","Fallecido","Pick up","Gris","Choque"
244,13,"Enero","Sábado",23,"Zacapa","Gualán","Urbano","Ignorado","Hombre","20","Mayor","20-24","Lesionado","Pick up","Gris","Choque"
245,13,"Enero","Sábado",23,"Zacapa","Gualán","Urbano","Ignorado","Hombre","17","Menor","15-19","Lesionado","Pick up","Gris","Choque"
246,13,"Enero","Sábado",20,"Escuintla","Escuintla","Urbano","Ignorado","Hombre","13","Menor","Menosr de 15","Fallecido","Motocicleta","Azul","Colisiono"
247,14,"Enero","Domingo",3,"Guatemala","Guatemala","Urbano","1","Hombre","24","Mayor","20-24","Lesionado","Motocicleta","Azul","Colisiono"
248,14,"Enero","Domingo",3,"Guatemala","Guatemala","Urbano","1","Hombre","33","Mayor","30-34","Lesionado","Motocicleta","Azul","Colisiono"
249,14,"Enero","Domingo",17,"Guatemala","Guatemala","Urbano","18","Hombre","27","Mayor","25-29","Fallecido","Motocicleta","Negro","Colisiono"
250,14,"Enero","Domingo",17,"Guatemala","Guatemala","Urbano","18","Hombre","50","Mayor","50-54","Lesionado","Motocicleta","Negro","Colisiono"
251,14,"Enero","Domingo",1,"Guatemala","Guatemala","Urbano","21","Hombre","27","Mayor","25-29","Lesionado","Pick up","Azul","Colisiono"
252,14,"Enero","Domingo",7,"Escuintla","Escuintla","Rural","Ignorado","Hombre","38","Mayor","35-39","Lesionado","Cabezal","Rojo","Colisiono"
253,14,"Enero","Domingo",17,"Escuintla","Tiquizate","Rural","Ignorado","Hombre","37","Mayor","35-39","Fallecido","Pick up","Verde","Vuelco"
254,14,"Enero","Domingo",17,"Escuintla","Tiquizate","Rural","Ignorado","Hombre","33","Mayor","30-34","Fallecido","Pick up","Verde","Vuelco"
255,14,"Enero","Domingo",19,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","27","Mayor","25-29","Lesionado","Mototaxi","Rojo","Colisiono"
256,14,"Enero","Domingo",19,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","44","Mayor","40-44","Lesionado","Mototaxi","Rojo","Colisiono"
257,15,"Enero","Domingo",16,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","30","Mayor","30-34","Lesionado","Motocicleta","Negro","Colisiono"
258,15,"Enero","Domingo",16,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","8","Menor","Menosr de 15","Lesionado","Motocicleta","Negro","Colisiono"
259,15,"Enero","Domingo",8,"Escuintla","Tiquizate","Rural","Ignorado","Hombre","18","Mayor","15-19","Fallecido","Pick up","Rojo","Vuelco"
260,15,"Enero","Domingo",13,"Escuintla","Escuintla","Rural","Ignorado","Hombre","26","Mayor","25-29","Fallecido","Pick up","Azul","Vuelco"
261,15,"Enero","Domingo",20,"Santa Rosa","Casillas","Rural","Ignorado","Hombre","28","Mayor","25-29","Lesionado","Motocicleta","Negro","Colisiono"
262,15,"Enero","Domingo",20,"Santa Rosa","Casillas","Rural","Ignorado","Mujer","28","Mayor","25-29","Lesionado","Motocicleta","Azul","Colisiono"
263,15,"Enero","Domingo",17,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","28","Mayor","25-29","Fallecido","Motocicleta","Gris","Vuelco"
264,15,"Enero","Domingo",3,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","23","Mayor","20-24","Fallecido","Motocicleta","Anaranjado","Vuelco"
265,15,"Enero","Domingo",22,"Baja Verapaz","Salamá","Rural","Ignorado","Hombre","16","Menor","15-19","Lesionado","Motocicleta","Rojo","Colisiono"
266,15,"Enero","Domingo",18,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","46","Mayor","45-49","Lesionado","Motocicleta","Azul","Caida"
267,15,"Enero","Domingo",18,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","56","Mayor","55 y más","Lesionado","Motocicleta","Azul","Caida"
268,15,"Enero","Domingo",22,"Petén","Flores","Rural","Ignorado","Hombre","17","Menor","15-19","Lesionado","Pick up","Verde","Choque"
269,15,"Enero","Domingo",22,"Petén","Flores","Rural","Ignorado","Mujer","19","Mayor","15-19","Lesionado","Pick up","Verde","Choque"
270,16,"Enero","Lunes",3,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Automovil","Azul","Colisiono"
271,16,"Enero","Lunes",3,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Mujer","16","Menor","15-19","Lesionado","Automovil","Azul","Colisiono"
272,16,"Enero","Lunes",3,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Mujer","20","Mayor","20-24","Lesionado","Automovil","Azul","Colisiono"
273,16,"Enero","Lunes",3,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Automovil","Azul","Colisiono"
274,16,"Enero","Lunes",3,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","26","Mayor","25-29","Lesionado","Motocicleta","Rojo","Colisiono"
275,16,"Enero","Lunes",3,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","17","Menor","15-19","Lesionado","Motocicleta","Rojo","Colisiono"
276,16,"Enero","Lunes",21,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","28","Mayor","25-29","Lesionado","Mototaxi","Rojo","Colisiono"
277,16,"Enero","Lunes",21,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","26","Mayor","25-29","Lesionado","Mototaxi","Rojo","Colisiono"
278,16,"Enero","Lunes",14,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","36","Mayor","35-39","Lesionado","Pick up","Azul","Colisiono"
279,16,"Enero","Lunes",14,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","4","Menor","Menosr de 15","Lesionado","Pick up","Azul","Colisiono"
280,16,"Enero","Lunes",14,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","33","Mayor","30-34","Lesionado","Pick up","Azul","Colisiono"
281,16,"Enero","Lunes",22,"Petén","Flores","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Motocicleta","Rojo","Colisiono"
282,16,"Enero","Lunes",22,"Petén","Flores","Rural","Ignorado","Hombre","9","Menor","Menosr de 15","Lesionado","Motocicleta","Rojo","Colisiono"
283,17,"Enero","Martes",21,"Guatemala","Guatemala","Urbano","1","Hombre","22","Mayor","20-24","Lesionado","Pick up","Gris","Colisiono"
284,17,"Enero","Martes",21,"Guatemala","Guatemala","Urbano","1","Hombre","20","Mayor","20-24","Lesionado","Motocicleta","Rojo","Colisiono"
285,17,"Enero","Martes",21,"Guatemala","Guatemala","Urbano","1","Hombre","21","Mayor","20-24","Lesionado","Motocicleta","Rojo","Colisiono"
286,17,"Enero","Martes",21,"Guatemala","Guatemala","Urbano","3","Mujer","27","Mayor","25-29","Lesionado","Pick up","Café","Colisiono"
287,17,"Enero","Martes",21,"Guatemala","Guatemala","Urbano","3","Mujer","18","Mayor","15-19","Lesionado","Pick up","Café","Colisiono"
288,17,"Enero","Martes",21,"Guatemala","Guatemala","Urbano","3","Hombre","46","Mayor","45-49","Lesionado","Pick up","Café","Colisiono"
289,17,"Enero","Martes",16,"Guatemala","Guatemala","Urbano","1","Hombre","50","Mayor","50-54","Lesionado","Automovil","Amarillo","Colisiono"
290,17,"Enero","Martes",16,"Guatemala","Guatemala","Urbano","1","Hombre","33","Mayor","30-34","Lesionado","Motocicleta","Negro","Colisiono"
291,17,"Enero","Martes",20,"Jutiapa","Moyuta","Rural","Ignorado","Hombre","24","Mayor","20-24","Lesionado","Cabezal","Blanco","Colisiono"
292,17,"Enero","Martes",12,"Quetzaltenango","Salcajá","Rural","Ignorado","Mujer","31","Mayor","30-34","Lesionado","Pick up","Corinto","Vuelco"
293,17,"Enero","Martes",12,"Quetzaltenango","Salcajá","Rural","Ignorado","Mujer","52","Mayor","50-54","Lesionado","Pick up","Corinto","Vuelco"
294,17,"Enero","Martes",12,"Quetzaltenango","Salcajá","Rural","Ignorado","Mujer","4","Menor","Menosr de 15","Lesionado","Pick up","Corinto","Vuelco"
295,18,"Enero","Miercoles",21,"Guatemala","Guatemala","Urbano","1","Hombre","24","Mayor","20-24","Lesionado","Automovil","Negro","Colisiono"
296,18,"Enero","Miercoles",21,"Guatemala","Guatemala","Urbano","1","Mujer","22","Mayor","20-24","Lesionado","Automovil","Negro","Colisiono"
297,18,"Enero","Miercoles",2,"Guatemala","Fraijanes","Rural","Ignorado","Hombre","22","Mayor","20-24","Lesionado","Motocicleta","Negro","Choque"
298,18,"Enero","Miercoles",13,"Jalapa","Mataquescuintla","Urbano","Ignorado","Hombre","69","Mayor","55 y más","Lesionado","Motocicleta","Rojo","Colisiono"
299,18,"Enero","Miercoles",13,"Jalapa","Mataquescuintla","Urbano","Ignorado","Mujer","5","Menor","Menosr de 15","Lesionado","Motocicleta","Verde","Colisiono"
300,18,"Enero","Miercoles",8,"Santa Rosa","Oratorio","Rural","Ignorado","Mujer","63","Mayor","55 y más","Lesionado","Camioneta","Gris","Vuelco"
301,18,"Enero","Miercoles",8,"Santa Rosa","Oratorio","Rural","Ignorado","Hombre","24","Mayor","20-24","Lesionado","Camioneta","Gris","Vuelco"
302,18,"Enero","Miercoles",18,"Santa Rosa","Cuilapa","Rural","Ignorado","Mujer","50","Mayor","50-54","Fallecido","Camioneta","Blanco","Caida"
303,18,"Enero","Miercoles",2,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","24","Mayor","20-24","Fallecido","Motocicleta","Negro","Choque"
304,18,"Enero","Miercoles",17,"Retalhuleu","Santa Cruz Muluá","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Mototaxi","Rojo","Colisiono"
