<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad","edad_m1","condicion_pil","tipo_vehi","color_vehi","causa_acc"
171,21,"Enero","Sabado",13,"Guatemala","Guatemala","Urbano","11","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Motocicleta","Negro","Colisión"
172,21,"Enero","Sabado",15,"Guatemala","Guatemala","Urbano","12","Hombre","41","40-44","Mayor","Normal","Microbus","Beige","Colisión"
173,21,"Enero","Sabado",22,"Guatemala","Mixco","Urbano","1","Hombre","47","45-49","Mayor","Normal","Pick up","Gris","Colisión"
174,21,"Enero","Sabado",23,"Escuintla","Escuintla","Urbano","1","Hombre","23","20-24","Mayor","Bajo efectos de alcohol","Motocicleta","Rojo","Colisión"
175,21,"Enero","Sabado",19,"Huehuetenango","Malacatancito","Rural","Ignorado","Hombre","19","15-19","Mayor","Bajo efectos de alcohol","Automovil","Gris","Colisión"
176,21,"Enero","Sabado",21,"Izabal","Puerto Barrios","Urbano","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
177,21,"Enero","Sabado",19,"Chimaltenango","Patzicía","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Verde","Choque"
178,21,"Enero","Sabado",18,"Sacatepéquez","Sumpango","Rural","Ignorado","Hombre","45","45-49","Mayor","Normal","camioneta","Gris","Colisión"
179,22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Vuelco"
180,22,"Enero","Domingo",4,"Escuintla","Masagua","Rural","Ignorado","Hombre","21","20-24","Mayor","Bajo efectos de alcohol","Automovil","Gris","Choque"
181,22,"Enero","Domingo",11,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","21","20-24","Mayor","Normal","Pick up","Azul","Choque"
182,22,"Enero","Domingo",2,"Izabal","Puerto Barrios","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
183,22,"Enero","Domingo",16,"Petén","Poptún","Rural","Ignorado","Hombre","38","35-39","Mayor","Ignorado","Motocicleta","Ignorado","Vuelco"
184,22,"Enero","Domingo",17,"Petén","Dolores","Rural","Ignorado","Hombre","18","15-19","Mayor","Ignorado","Motocicleta","Negro","Vuelco"
185,22,"Enero","Domingo",11,"Sacatepéquez","Pastores","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Microbus","Blanco","Colisión"
186,22,"Enero","Domingo",14,"Sacatepéquez","San Lucas Sacatepéquez","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Microbus","Blanco","Colisión"
187,23,"Enero","Lunes",0,"Guatemala","Guatemala","Urbano","1","Mujer","28","25-29","Mayor","Ignorado","Automovil","Blanco","Colisión"
188,23,"Enero","Lunes",6,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Bus extraurbano","Azul","Colisión"
189,23,"Enero","Lunes",1,"Guatemala","Mixco","Urbano","6","Hombre","21","20-24","Mayor","Ignorado","Motocicleta","Anaranjado","Vuelco"
190,23,"Enero","Lunes",22,"Escuintla","Escuintla","Rural","Ignorado","Hombre","18","15-19","Mayor","Bajo efectos de alcohol","Motocicleta","Rojo","Choque"
191,23,"Enero","Lunes",16,"Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","42","40-44","Mayor","Normal","Automovil","Blanco","Choque"
192,23,"Enero","Lunes",18,"Alta Verapaz","Fray Bartolomé de Las Casas","Rural","Ignorado","Hombre","44","40-44","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
193,24,"Enero","Martes",15,"Guatemala","Guatemala","Urbano","11","Hombre","35","35-39","Mayor","Ignorado","Bus extraurbano","Rojo","Colisión"
194,24,"Enero","Martes",12,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","41","40-44","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
195,24,"Enero","Martes",12,"Chiquimula","Chiquimula","Urbano","4","Hombre","44","40-44","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
196,24,"Enero","Martes",19,"Suchitepéquez","Mazatenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Ignorado","Colisión"
197,24,"Enero","Martes",15,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","18","15-19","Mayor","Ignorado","Automovil","Negro","Colisión"
198,25,"Enero","Miercoles",8,"Guatemala","Guatemala","Urbano","5","Mujer","33","30-34","Mayor","Normal","camioneta","Blanco","Colisión"
199,25,"Enero","Miercoles",11,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Pick up","Rojo","Vuelco"
200,25,"Enero","Miercoles",13,"Petén","Flores","Rural","Ignorado","Hombre","64","55 y más","Mayor","Normal","Pick up","Verde","Colisión"
201,26,"Enero","Jueves",8,"Guatemala","Guatemala","Urbano","7","Hombre","34","30-34","Mayor","Bajo efectos de alcohol","Automovil","Gris","Colisión"
202,26,"Enero","Jueves",22,"Guatemala","Guatemala","Urbano","19","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Rojo","Colisión"
203,26,"Enero","Jueves",14,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","18","15-19","Mayor","Normal","Motocicleta","Verde","Colisión"
204,26,"Enero","Jueves",12,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","36","35-39","Mayor","Ignorado","Pick up","Verde","Caida"
205,26,"Enero","Jueves",0,"Alta Verapaz","Cobán","Rural","Ignorado","Mujer","35","35-39","Mayor","Ignorado","Automovil","Blanco","Choque"
206,26,"Enero","Jueves",7,"Solola","San Antonio Palopó","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Pick up","Verde","Colisión"
207,26,"Enero","Jueves",9,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","52","50-54","Mayor","Ignorado","Camion","Azul","Vuelco"
208,27,"Enero","Viernes",8,"Guatemala","Guatemala","Urbano","1","Hombre","69","55 y más","Mayor","Normal","Automovil","Blanco","Colisión"
209,27,"Enero","Viernes",23,"Guatemala","Guatemala","Urbano","9","Hombre","25","25-29","Mayor","Normal","Motocicleta","Gris","Colisión"
210,27,"Enero","Viernes",16,"Guatemala","Fraijanes","Rural","Ignorado","Hombre","50","50-54","Mayor","Ignorado","Automovil","Azul","Colisión"
211,27,"Enero","Viernes",21,"Guatemala","Guatemala","Urbano","10","Hombre","23","20-24","Mayor","Normal","Camion","Blanco","Colisión"
212,27,"Enero","Viernes",8,"Jalapa","Jalapa","Urbano","2","Hombre","42","40-44","Mayor","Ignorado","Mototaxi","Rojo","Colisión"
213,27,"Enero","Viernes",17,"Jalapa","Monjas","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Pick up","Anaranjado","Colisión"
214,27,"Enero","Viernes",7,"Zacapa","Gualán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Choque"
215,27,"Enero","Viernes",15,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","29","25-29","Mayor","Ignorado","Motocicleta","Ignorado","Choque"
216,27,"Enero","Viernes",15,"San Marcos","Malacatán","Rural","Ignorado","Hombre","44","40-44","Mayor","Bajo efectos de alcohol","Pick up","Ignorado","Vuelco"
217,27,"Enero","Viernes",22,"Alta Verapaz","San Pedro Carchá","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Choque"
218,27,"Enero","Viernes",19,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
219,28,"Enero","Sabado",0,"Guatemala","Guatemala","Urbano","1","Hombre","22","20-24","Mayor","Normal","Motocicleta","Azul","Colisión"
220,28,"Enero","Sabado",0,"Guatemala","Guatemala","Urbano","7","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Amarillo","Colisión"
221,28,"Enero","Sabado",5,"Guatemala","Guatemala","Urbano","7","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Vuelco"
222,28,"Enero","Sabado",7,"Guatemala","Mixco","Urbano","3","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","Colisión"
223,28,"Enero","Sabado",11,"Chiquimula","Chiquimula","Urbano","Ignorado","Hombre","19","15-19","Mayor","Normal","Microbus","Blanco","Colisión"
224,28,"Enero","Sabado",20,"Chiquimula","Camotán","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Motocicleta","Blanco","Choque"
225,28,"Enero","Sabado",17,"Escuintla","San José","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","camioneta","Beige","Colisión"
226,28,"Enero","Sabado",20,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Pick up","Blanco","Vuelco"
227,28,"Enero","Sabado",2,"Quetzaltenango","Coatepeque","Urbano","3","Hombre","33","30-34","Mayor","Bajo efectos de alcohol","Automovil","Verde","Colisión"
228,28,"Enero","Sabado",8,"Quetzaltenango","Coatepeque","Urbano","Ignorado","Hombre","41","40-44","Mayor","Normal","Microbus","Gris","Colisión"
229,28,"Enero","Sabado",22,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Pick up","Azul","Colisión"
230,28,"Enero","Sabado",8,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Microbus","Ignorado","Choque"
231,28,"Enero","Sabado",20,"El Progreso","San Antonio la Paz","Rural","Ignorado","Hombre","38","35-39","Mayor","Bajo efectos de alcohol","Pick up","Rojo","Colisión"
232,28,"Enero","Sabado",15,"Chimaltenango","Patzicía","Rural","Ignorado","Hombre","50","50-54","Mayor","Bajo efectos de alcohol","Automovil","Rojo","Colisión"
233,29,"Enero","Domingo",21,"Guatemala","Guatemala","Urbano","10","Hombre","24","20-24","Mayor","Normal","Automovil","Celeste","Colisión"
234,29,"Enero","Domingo",9,"Guatemala","Amatitlán","Urbano","Ignorado","Hombre","71","55 y más","Mayor","Normal","Motocicleta","Rojo","Colisión"
235,29,"Enero","Domingo",1,"Guatemala","Mixco","Urbano","4","Mujer","31","30-34","Mayor","Normal","Automovil","Blanco","Colisión"
236,29,"Enero","Domingo",2,"Guatemala","Mixco","Urbano","2","Hombre","22","20-24","Mayor","Normal","Motocicleta","Anaranjado","Colisión"
237,29,"Enero","Domingo",10,"Jutiapa","Yupiltepeque","Rural","Ignorado","Hombre","42","40-44","Mayor","Ignorado","Pick up","Rojo","Colisión"
238,29,"Enero","Domingo",6,"Jalapa","San Pedro Pinula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Amarillo","Caida"
239,29,"Enero","Domingo",18,"Chiquimula","Esquipulas","Rural","Ignorado","Hombre","19","15-19","Mayor","Bajo efectos de alcohol","Automovil","Verde","Colisión"
240,29,"Enero","Domingo",10,"Chiquimula","Jocotán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","Caida"
241,29,"Enero","Domingo",12,"Escuintla","Escuintla","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Automovil","Negro","Colisión"
242,29,"Enero","Domingo",17,"Escuintla","Nueva Concepción","Rural","Ignorado","Mujer","33","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
243,29,"Enero","Domingo",16,"Escuintla","San José","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Pick up","Rojo","Colisión"
244,29,"Enero","Domingo",16,"Escuintla","La Gomera","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Motocicleta","Corinto","Colisión"
245,29,"Enero","Domingo",11,"Escuintla","San José","Rural","Ignorado","Hombre","33","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
246,29,"Enero","Domingo",22,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","55","55 y más","Mayor","Bajo efectos de alcohol","Pick up","Azul","Colisión"
247,29,"Enero","Domingo",20,"Suchitepéquez","Samayac","Urbano","Ignorado","Hombre","34","30-34","Mayor","Normal","Pick up","Negro","Colisión"
248,29,"Enero","Domingo",21,"Quetzaltenango","San Juan Ostuncalco","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Microbus","Verde","Colisión"
249,29,"Enero","Domingo",22,"Quetzaltenango","Cantel","Rural","Ignorado","Hombre","33","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
250,29,"Enero","Domingo",17,"San Marcos","Nuevo Progreso","Rural","Ignorado","Hombre","36","35-39","Mayor","Bajo efectos de alcohol","Pick up","Blanco","Choque"
251,29,"Enero","Domingo",17,"San Marcos","San Marcos","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Normal","camioneta","Verde","Colisión"
252,29,"Enero","Domingo",19,"Alta Verapaz","Santa Catalina La Tinta","Urbano","Ignorado","Hombre","39","35-39","Mayor","Bajo efectos de alcohol","Pick up","Verde","Colisión"
253,29,"Enero","Domingo",19,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Motocicleta","Azul","Colisión"
254,29,"Enero","Domingo",6,"Chimaltenango","Tecpán Guatemala","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Ignorado","Vuelco"
255,29,"Enero","Domingo",20,"Chimaltenango","Zaragoza","Rural","Ignorado","Hombre","60","55 y más","Mayor","Normal","Motocicleta","Ignorado","Colisión"
256,29,"Enero","Domingo",20,"Sacatepéquez","Pastores","Rural","Ignorado","Hombre","37","35-39","Mayor","Normal","Automovil","Beige","Colisión"
257,30,"Enero","Lunes",4,"Guatemala","Guatemala","Urbano","1","Hombre","33","30-34","Mayor","Normal","Automovil","Verde","Colisión"
258,30,"Enero","Lunes",5,"Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Camion","Blanco","Colisión"
259,30,"Enero","Lunes",23,"Zacapa","Teculután","Rural","Ignorado","Hombre","32","30-34","Mayor","Bajo efectos de alcohol","Pick up","Negro","Choque"
260,30,"Enero","Lunes",11,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Camion","Blanco","Choque"
261,30,"Enero","Lunes",22,"Suchitepéquez","Cuyotenango","Rural","Ignorado","Hombre","21","20-24","Mayor","Normal","Motocicleta","Ignorado","Choque"
262,30,"Enero","Lunes",14,"Totonicapán","Momostenango","Urbano","Ignorado","Hombre","31","30-34","Mayor","Normal","Pick up","Blanco","Vuelco"
263,30,"Enero","Lunes",23,"Alta Verapaz","Cobán","Urbano","2","Hombre","46","45-49","Mayor","Bajo efectos de alcohol","Automovil","Amarillo","Colisión"
264,30,"Enero","Lunes",2,"Izabal","Puerto Barrios","Urbano","Ignorado","Hombre","27","25-29","Mayor","Bajo efectos de alcohol","Motocicleta","Negro","Colisión"
265,30,"Enero","Lunes",11,"Petén","San Luis","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Corinto","Colisión"
266,30,"Enero","Lunes",7,"Quiché","Sacapulas","Urbano","Ignorado","Hombre","40","40-44","Mayor","Normal","Camion","Ignorado","Caida"
267,30,"Enero","Lunes",22,"Chimaltenango","Tecpán Guatemala","Rural","Ignorado","Hombre","57","55 y más","Mayor","Normal","Camion","Ignorado","Colisión"
268,31,"Enero","Martes",5,"Guatemala","Fraijanes","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Colisión"
269,31,"Enero","Martes",8,"Guatemala","Petapa","Urbano","7","Hombre","44","40-44","Mayor","Bajo efectos de alcohol","Automovil","Rojo","Colisión"
270,31,"Enero","Martes",13,"Santa Rosa","San Rafael Las Flores","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Cabezal","Verde","Caida"
271,31,"Enero","Martes",12,"Suchitepéquez","Cuyotenango","Rural","Ignorado","Hombre","33","30-34","Mayor","Normal","camioneta","Gris","Colisión"
272,31,"Enero","Martes",19,"Retalhuleu","Champerico","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","Colisión"
273,31,"Enero","Martes",15,"Alta Verapaz","Cobán","Urbano","2","Mujer","22","20-24","Mayor","Ignorado","Automovil","Celeste","Colisión"
274,31,"Enero","Martes",21,"Petén","San Luis","Rural","Ignorado","Hombre","37","35-39","Mayor","Ignorado","Pick up","Negro","Choque"
275,31,"Enero","Martes",19,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","21","20-24","Mayor","Ignorado","Automovil","Gris","Colisión"
276,31,"Enero","Martes",21,"Sacatepéquez","Santiago Sactepéquez","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Automovil","Azul","Colisión"
277,31,"Enero","Martes",17,"Guatemala","Guatemala","Urbano","12","Hombre","25","25-29","Mayor","Ignorado","Bus urbano","Blanco","Colisión"
278,31,"Enero","Martes",23,"Sacatepéquez","Ciudad Vieja","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Pick up","Negro","Caida"
279,1,"Febrero","Miercoles",13,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
280,1,"Febrero","Miercoles",9,"San Marcos","Nuevo Progreso","Rural","Ignorado","Hombre","44","40-44","Mayor","Ignorado","Pick up","Azul","Vuelco"
281,1,"Febrero","Miercoles",0,"Alta Verapaz","Fray Bartolomé de Las Casas","Rural","Ignorado","Hombre","26","25-29","Mayor","Bajo efectos de alcohol","Motocicleta","Rojo","Colisión"
282,1,"Febrero","Miercoles",0,"Alta Verapaz","Fray Bartolomé de Las Casas","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Pick up","Negro","Colisión"
283,1,"Febrero","Miercoles",11,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","43","40-44","Mayor","Ignorado","Bus extraurbano","Azul","Colisión"
284,1,"Febrero","Miercoles",22,"Petén","Flores","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Mototaxi","Rojo","Vuelco"
285,1,"Febrero","Miercoles",1,"Quiché","Chichicastenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Choque"
286,2,"Febrero","Jueves",8,"Guatemala","Guatemala","Urbano","11","Hombre","36","35-39","Mayor","Bajo efectos de alcohol","Automovil","Beige","Colisión"
287,2,"Febrero","Jueves",2,"Guatemala","Mixco","Urbano","6","Hombre","25","25-29","Mayor","Ignorado","Pick up","Verde","Choque"
288,2,"Febrero","Jueves",8,"Zacapa","Usumatlán","Rural","Ignorado","Hombre","29","25-29","Mayor","Ignorado","Pick up","Rojo","Colisión"
289,2,"Febrero","Jueves",20,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","56","55 y más","Mayor","Normal","Pick up","Blanco","Colisión"
290,2,"Febrero","Jueves",7,"Suchitepéquez","Cuyotenango","Rural","Ignorado","Hombre","77","55 y más","Mayor","Normal","Pick up","Gris","Colisión"
291,2,"Febrero","Jueves",13,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","65","55 y más","Mayor","Normal","Microbus","Gris","Colisión"
292,2,"Febrero","Jueves",12,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","36","35-39","Mayor","Normal","Cabezal","Blanco","Colisión"
293,2,"Febrero","Jueves",17,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Pick up","Blanco","Colisión"
294,2,"Febrero","Jueves",18,"Petén","Flores","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Automovil","Verde","Choque"
295,3,"Febrero","Viernes",0,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Motocicleta","Verde","Colisión"
296,3,"Febrero","Viernes",18,"Guatemala","Guatemala","Rural","6","Hombre","26","25-29","Mayor","Normal","Automovil","Gris","Colisión"
297,3,"Febrero","Viernes",0,"Retalhuleu","Retalhuleu","Urbano","Ignorado","Hombre","21","20-24","Mayor","Bajo efectos de alcohol","Motocicleta","Rojo","Choque"
298,3,"Febrero","Viernes",0,"Retalhuleu","Champerico","Urbano","Ignorado","Hombre","18","15-19","Mayor","Normal","Motocicleta","Rojo","Colisión"
299,3,"Febrero","Viernes",13,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","camioneta","Blanco","Colisión"
300,3,"Febrero","Viernes",0,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","17","15-19","Menor","Normal","Motocicleta","Rojo","Vuelco"
301,3,"Febrero","Viernes",0,"Alta Verapaz","Fray Bartolomé de Las Casas","Rural","Ignorado","Hombre","29","25-29","Mayor","Bajo efectos de alcohol","Automovil","Verde","Colisión"
302,4,"Febrero","Sabado",14,"Guatemala","Guatemala","Urbano","1","Mujer","24","20-24","Mayor","Normal","Camion","Verde","Colisión"
303,4,"Febrero","Sabado",1,"Guatemala","Guatemala","Urbano","1","Hombre","19","15-19","Mayor","Normal","Motocicleta","Negro","Colisión"
304,4,"Febrero","Sabado",1,"Guatemala","Guatemala","Urbano","10","Hombre","20","20-24","Mayor","Normal","Motocicleta","Rojo","Choque"
