<<<<<<< Updated upstream
"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_fall_les","edad_fall_les","g_edad","lesio_fall","tipo_vehi","Causa_acc"
3,"Septiembre","Viernes",1,"Guatemala","Urbano",10,"Hombre",25,"25-29","Lesionados","Pick up","Colision"
9,"Marzo","Martes",8,"Guatemala","Urbano",11,"Hombre",21,"20-24","Lesionados","Pick up","Colision"
9,"Marzo","Martes",8,"Guatemala","Urbano",11,"Hombre",24,"20-24","Lesionados","Pick up","Colision"
9,"Marzo","Martes",8,"Guatemala","Urbano",11,"Hombre",26,"25-29","Lesionados","Pick up","Colision"
3,"Marzo","Miercoles",12,"Guatemala","Urbano",12,"Hombre",20,"20-24","Lesionados","Pick up","Colision"
3,"Diciembre","Viernes",23,"Guatemala","Urbano",12,"Hombre",20,"20-24","Fallecidos","Pick up","Colision"
2,"Diciembre","Jueves",6,"Guatemala","Urbano",12,"Hombre",22,"20-24","Lesionados","Pick up","Colision"
3,"Diciembre","Viernes",23,"Guatemala","Urbano",12,"Hombre",22,"20-24","Lesionados","Pick up","Colision"
3,"Marzo","Miercoles",12,"Guatemala","Urbano",12,"Hombre",24,"20-24","Lesionados","Pick up","Colision"
6,"Agosto","Viernes",23,"Guatemala","Urbano",19,"Hombre",22,"20-24","Lesionados","Pick up","Colision"
28,"Septiembre","Martes",17,"Guatemala","Urbano",11,"Hombre",27,"25-29","Lesionados","Motocicleta","Colision"
31,"Diciembre","Viernes",20,"Guatemala","Urbano",1,"Hombre",16,"15-19","Lesionados","Motocicleta","Colision"
25,"Julio","Domingo",12,"Guatemala","Urbano",1,"Mujer",17,"15-19","Lesionados","Motocicleta","Colision"
13,"Febrero","Sabado",16,"Guatemala","Urbano",1,"Hombre",19,"15-19","Lesionados","Motocicleta","Colision"
3,"Agosto","Martes",22,"Guatemala","Urbano",1,"Hombre",19,"15-19","Lesionados","Motocicleta","Colision"
1,"Marzo","Lunes",2,"Guatemala","Urbano",1,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
17,"Julio","Sabado",11,"Guatemala","Urbano",1,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
16,"Enero","Sabado",21,"Guatemala","Urbano",1,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
18,"Octubre","Lunes",0,"Guatemala","Urbano",1,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
13,"Julio","Martes",15,"Guatemala","Urbano",1,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
6,"Diciembre","Lunes",22,"Guatemala","Urbano",1,"Mujer",22,"20-24","Lesionados","Motocicleta","Colision"
22,"Agosto","Domingo",8,"Guatemala","Urbano",1,"Hombre",23,"20-24","Lesionados","Motocicleta","Colision"
15,"Septiembre","Miercoles",13,"Guatemala","Urbano",1,"Mujer",25,"25-29","Lesionados","Motocicleta","Colision"
1,"Mayo","Sabado",20,"Guatemala","Urbano",1,"Mujer",25,"25-29","Lesionados","Motocicleta","Colision"
18,"Octubre","Lunes",0,"Guatemala","Urbano",1,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
30,"Marzo","Lunes",15,"Guatemala","Urbano",1,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
2,"Agosto","Lunes",3,"Guatemala","Urbano",1,"Hombre",27,"25-29","Fallecidos","Motocicleta","Colision"
14,"Agosto","Sabado",15,"Guatemala","Urbano",1,"Hombre",27,"25-29","Lesionados","Motocicleta","Colision"
22,"Agosto","Domingo",8,"Guatemala","Urbano",1,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
25,"Julio","Domingo",12,"Guatemala","Urbano",1,"Mujer",28,"25-29","Lesionados","Motocicleta","Colision"
1,"Mayo","Sabado",20,"Guatemala","Urbano",1,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
5,"Noviembre","Viernes",22,"Guatemala","Urbano",1,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
31,"Agosto","Martes",23,"Guatemala","Urbano",1,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
1,"Mayo","Sabado",7,"Guatemala","Urbano",1,"Hombre",29,"25-29","Lesionados","Motocicleta","Colision"
24,"Noviembre","Miercoles",19,"Guatemala","Urbano",3,"Mujer",21,"20-24","Lesionados","Motocicleta","Colision"
23,"Noviembre","Martes",19,"Guatemala","Urbano",3,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
24,"Noviembre","Miercoles",19,"Guatemala","Urbano",3,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
23,"Noviembre","Martes",19,"Guatemala","Urbano",3,"Mujer",23,"20-24","Lesionados","Motocicleta","Colision"
23,"Noviembre","Martes",21,"Guatemala","Urbano",3,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
30,"Mayo","Domingo",20,"Guatemala","Urbano",3,"Hombre",29,"25-29","Lesionados","Motocicleta","Colision"
12,"Julio","Lunes",23,"Guatemala","Urbano",5,"Hombre",18,"15-19","Lesionados","Motocicleta","Colision"
8,"Diciembre","Miercoles",17,"Guatemala","Urbano",5,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
10,"Marzo","Miercoles",20,"Guatemala","Urbano",5,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
7,"Enero","Jueves",12,"Guatemala","Urbano",5,"Hombre",23,"20-24","Lesionados","Motocicleta","Colision"
10,"Diciembre","Viernes",4,"Guatemala","Urbano",5,"Hombre",24,"20-24","Lesionados","Motocicleta","Colision"
1,"Octubre","Viernes",23,"Guatemala","Urbano",5,"Hombre",26,"25-29","Fallecidos","Motocicleta","Colision"
30,"Agosto","Lunes",10,"Guatemala","Urbano",5,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
25,"Julio","Domingo",0,"Guatemala","Urbano",6,"Hombre",18,"15-19","Lesionados","Motocicleta","Colision"
27,"Junio","Domingo",1,"Guatemala","Urbano",6,"Hombre",18,"15-19","Lesionados","Motocicleta","Colision"
27,"Junio","Domingo",1,"Guatemala","Urbano",6,"Hombre",18,"15-19","Lesionados","Motocicleta","Colision"
22,"Junio","Martes",22,"Guatemala","Urbano",6,"Hombre",21,"20-24","Fallecidos","Motocicleta","Colision"
8,"Diciembre","Miercoles",21,"Guatemala","Urbano",6,"Hombre",23,"20-24","Lesionados","Motocicleta","Colision"
24,"Julio","Sabado",4,"Guatemala","Urbano",6,"Hombre",24,"20-24","Fallecidos","Motocicleta","Colision"
24,"Julio","Sabado",4,"Guatemala","Urbano",6,"Hombre",24,"20-24","Lesionados","Motocicleta","Colision"
18,"Julio","Domingo",23,"Guatemala","Urbano",6,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
9,"Diciembre","Jueves",16,"Guatemala","Urbano",6,"Hombre",27,"25-29","Lesionados","Motocicleta","Colision"
16,"Agosto","Lunes",15,"Guatemala","Urbano",7,"Mujer",15,"15-19","Lesionados","Motocicleta","Colision"
16,"Abril","Viernes",13,"Guatemala","Urbano",7,"Mujer",16,"15-19","Lesionados","Motocicleta","Colision"
31,"Octubre","Domingo",10,"Guatemala","Urbano",7,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
27,"Febrero","Sabado",11,"Guatemala","Urbano",7,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
19,"Diciembre","Domingo",6,"Guatemala","Urbano",7,"Mujer",24,"20-24","Fallecidos","Motocicleta","Colision"
19,"Diciembre","Domingo",6,"Guatemala","Urbano",7,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
5,"Noviembre","Viernes",11,"Guatemala","Urbano",7,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
31,"Octubre","Domingo",10,"Guatemala","Urbano",7,"Hombre",27,"25-29","Lesionados","Motocicleta","Colision"
16,"Agosto","Lunes",15,"Guatemala","Urbano",7,"Hombre",27,"25-29","Lesionados","Motocicleta","Colision"
16,"Diciembre","Jueves",8,"Guatemala","Urbano",7,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
25,"Junio","Viernes",22,"Guatemala","Urbano",7,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
10,"Enero","Domingo",8,"Guatemala","Urbano",8,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
27,"Junio","Domingo",12,"Guatemala","Urbano",9,"Hombre",16,"15-19","Lesionados","Motocicleta","Colision"
14,"Mayo","Viernes",3,"Guatemala","Urbano",9,"Hombre",18,"15-19","Lesionados","Motocicleta","Colision"
14,"Mayo","Viernes",3,"Guatemala","Urbano",9,"Hombre",19,"15-19","Lesionados","Motocicleta","Colision"
16,"Enero","Sabado",22,"Guatemala","Urbano",9,"Hombre",19,"15-19","Lesionados","Motocicleta","Colision"
30,"Junio","Miercoles",8,"Guatemala","Urbano",9,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
17,"Junio","Jueves",18,"Guatemala","Urbano",9,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
22,"Abril","Jueves",8,"Guatemala","Urbano",9,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
21,"Agosto","Sabado",9,"Guatemala","Urbano",9,"Hombre",21,"20-24","Fallecidos","Motocicleta","Colision"
30,"Junio","Miercoles",8,"Guatemala","Urbano",9,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
25,"Enero","Lunes",13,"Guatemala","Urbano",10,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
18,"Marzo","Jueves",23,"Guatemala","Urbano",10,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
8,"Enero","Viernes",17,"Guatemala","Urbano",10,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
7,"Abril","Miercoles",20,"Guatemala","Urbano",11,"Hombre",19,"15-19","Lesionados","Motocicleta","Colision"
10,"Agosto","Martes",23,"Guatemala","Urbano",11,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
15,"Diciembre","Miercoles",1,"Guatemala","Urbano",11,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
1,"Mayo","Sabado",19,"Guatemala","Urbano",11,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
17,"Abril","Sabado",9,"Guatemala","Urbano",11,"Hombre",23,"20-24","Fallecidos","Motocicleta","Colision"
28,"Enero","Jueves",8,"Guatemala","Urbano",11,"Hombre",25,"25-29","Lesionados","Motocicleta","Colision"
28,"Febrero","Domingo",17,"Guatemala","Urbano",11,"Hombre",25,"25-29","Lesionados","Motocicleta","Colision"
10,"Agosto","Martes",18,"Guatemala","Urbano",11,"Hombre",25,"25-29","Lesionados","Motocicleta","Colision"
13,"Octubre","Miercoles",3,"Guatemala","Urbano",11,"Mujer",26,"25-29","Lesionados","Motocicleta","Colision"
21,"Agosto","Sabado",23,"Guatemala","Urbano",11,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
30,"Noviembre","Martes",14,"Guatemala","Urbano",11,"Mujer",29,"25-29","Lesionados","Motocicleta","Colision"
19,"Agosto","Jueves",7,"Guatemala","Urbano",12,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
27,"Julio","Martes",14,"Guatemala","Urbano",12,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
9,"Enero","Sabado",17,"Guatemala","Urbano",12,"Hombre",20,"20-24","Fallecidos","Motocicleta","Colision"
26,"Junio","Sabado",17,"Guatemala","Urbano",12,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
17,"Septiembre","Viernes",22,"Guatemala","Urbano",12,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
25,"Julio","Domingo",14,"Guatemala","Urbano",12,"Mujer",23,"20-24","Lesionados","Motocicleta","Colision"
21,"Noviembre","Domingo",7,"Guatemala","Urbano",12,"Hombre",24,"20-24","Fallecidos","Motocicleta","Colision"
14,"Diciembre","Martes",7,"Guatemala","Urbano",12,"Hombre",25,"25-29","Fallecidos","Motocicleta","Colision"
26,"Abril","Lunes",16,"Guatemala","Urbano",13,"Mujer",18,"15-19","Lesionados","Motocicleta","Colision"
29,"Octubre","Viernes",0,"Guatemala","Urbano",13,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
26,"Abril","Lunes",16,"Guatemala","Urbano",13,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
14,"Marzo","Domingo",0,"Guatemala","Urbano",14,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
14,"Marzo","Domingo",0,"Guatemala","Urbano",14,"Mujer",28,"25-29","Lesionados","Motocicleta","Colision"
23,"Diciembre","Jueves",13,"Guatemala","Urbano",15,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
19,"Enero","Martes",15,"Guatemala","Urbano",16,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
23,"Octubre","Sabado",15,"Guatemala","Urbano",16,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
16,"Mayo","Domingo",21,"Guatemala","Urbano",17,"Hombre",16,"15-19","Lesionados","Motocicleta","Colision"
16,"Mayo","Domingo",21,"Guatemala","Urbano",17,"Hombre",19,"15-19","Lesionados","Motocicleta","Colision"
9,"Abril","Viernes",16,"Guatemala","Urbano",17,"Hombre",25,"25-29","Lesionados","Motocicleta","Colision"
31,"Octubre","Domingo",17,"Guatemala","Urbano",18,"Hombre",18,"15-19","Lesionados","Motocicleta","Colision"
27,"Septiembre","Lunes",16,"Guatemala","Urbano",18,"Hombre",23,"20-24","Lesionados","Motocicleta","Colision"
27,"Junio","Domingo",20,"Guatemala","Urbano",18,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
3,"Agosto","Martes",19,"Guatemala","Urbano",18,"Mujer",27,"25-29","Lesionados","Motocicleta","Colision"
6,"Julio","Martes",23,"Guatemala","Urbano",18,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
31,"Enero","Domingo",14,"Guatemala","Urbano",19,"Hombre",25,"25-29","Lesionados","Motocicleta","Colision"
10,"Abril","Sabado",18,"Guatemala","Urbano",19,"Mujer",27,"25-29","Lesionados","Motocicleta","Colision"
10,"Abril","Sabado",18,"Guatemala","Urbano",19,"Hombre",29,"25-29","Lesionados","Motocicleta","Colision"
20,"Julio","Martes",18,"Guatemala","Urbano",1,"Hombre",19,"15-19","Lesionados","Camion","Colision"
20,"Julio","Martes",18,"Guatemala","Urbano",1,"Mujer",19,"15-19","Lesionados","Camion","Colision"
16,"Enero","Sabado",21,"Guatemala","Urbano",1,"Hombre",23,"20-24","Lesionados","Camion","Colision"
10,"Mayo","Lunes",7,"Guatemala","Urbano",10,"Hombre",23,"20-24","Lesionados","Camion","Colision"
9,"Mayo","Domingo",19,"Guatemala","Urbano",11,"Hombre",25,"25-29","Lesionados","Camion","Colision"
9,"Mayo","Domingo",19,"Guatemala","Urbano",11,"Mujer",25,"25-29","Lesionados","Camion","Colision"
1,"Septiembre","Miercoles",1,"Guatemala","Urbano",18,"Hombre",25,"25-29","Fallecidos","Cabezal","Colision"
26,"Noviembre","Viernes",7,"Guatemala","Urbano",12,"Hombre",28,"25-29","Lesionados","Jeep","Colision"
15,"Agosto","Domingo",14,"Guatemala","Urbano",1,"Mujer",17,"15-19","Fallecidos","Microbus","Colision"
15,"Marzo","Lunes",18,"Guatemala","Urbano",2,"Mujer",16,"15-19","Lesionados","Microbus","Colision"
25,"Junio","Viernes",23,"Guatemala","Urbano",18,"Hombre",28,"25-29","Lesionados","Microbus","Colision"
31,"Julio","Sabado",1,"Guatemala","Urbano",1,"Hombre",22,"20-24","Lesionados","Taxi","Colision"
31,"Julio","Sabado",1,"Guatemala","Urbano",1,"Hombre",23,"20-24","Lesionados","Taxi","Colision"
31,"Julio","Sabado",1,"Guatemala","Urbano",1,"Hombre",29,"25-29","Lesionados","Taxi","Colision"
12,"Junio","Sabado",1,"Guatemala","Urbano",12,"Mujer",20,"20-24","Lesionados","Panel","Colision"
12,"Junio","Sabado",1,"Guatemala","Urbano",12,"Mujer",20,"20-24","Lesionados","Panel","Colision"
5,"Junio","Sabado",23,"Guatemala","Urbano",12,"Mujer",20,"20-24","Lesionados","Panel","Colision"
12,"Junio","Sabado",1,"Guatemala","Urbano",12,"Mujer",22,"20-24","Lesionados","Panel","Colision"
5,"Junio","Sabado",23,"Guatemala","Urbano",12,"Hombre",23,"20-24","Lesionados","Panel","Colision"
12,"Junio","Sabado",1,"Guatemala","Urbano",12,"Mujer",25,"25-29","Lesionados","Panel","Colision"
12,"Junio","Sabado",1,"Guatemala","Urbano",12,"Mujer",28,"25-29","Lesionados","Panel","Colision"
12,"Junio","Sabado",1,"Guatemala","Urbano",12,"Mujer",29,"25-29","Lesionados","Panel","Colision"
20,"Diciembre","Lunes",7,"Guatemala","Urbano",1,"Hombre",17,"15-19","Lesionados","Bus urbano","Colision"
20,"Diciembre","Lunes",7,"Guatemala","Urbano",1,"Hombre",21,"20-24","Lesionados","Bus urbano","Colision"
20,"Diciembre","Lunes",7,"Guatemala","Urbano",1,"Hombre",22,"20-24","Lesionados","Bus urbano","Colision"
20,"Diciembre","Lunes",7,"Guatemala","Urbano",1,"Mujer",22,"20-24","Lesionados","Bus urbano","Colision"
1,"Agosto","Domingo",10,"Guatemala","Urbano",1,"Hombre",22,"20-24","Lesionados","Bus urbano","Colision"
7,"Marzo","Domingo",18,"Guatemala","Urbano",1,"Hombre",22,"20-24","Lesionados","Bus urbano","Colision"
7,"Marzo","Domingo",18,"Guatemala","Urbano",1,"Hombre",22,"20-24","Lesionados","Bus urbano","Colision"
6,"Diciembre","Lunes",7,"Guatemala","Urbano",1,"Mujer",24,"20-24","Lesionados","Bus urbano","Colision"
6,"Diciembre","Lunes",7,"Guatemala","Urbano",1,"Hombre",25,"25-29","Lesionados","Bus urbano","Colision"
20,"Diciembre","Lunes",7,"Guatemala","Urbano",1,"Hombre",25,"25-29","Lesionados","Bus urbano","Colision"
20,"Diciembre","Lunes",7,"Guatemala","Urbano",1,"Mujer",25,"25-29","Lesionados","Bus urbano","Colision"
6,"Diciembre","Lunes",7,"Guatemala","Urbano",1,"Mujer",26,"25-29","Lesionados","Bus urbano","Colision"
7,"Marzo","Domingo",18,"Guatemala","Urbano",1,"Mujer",26,"25-29","Lesionados","Bus urbano","Colision"
7,"Marzo","Domingo",18,"Guatemala","Urbano",1,"Hombre",28,"25-29","Lesionados","Bus urbano","Colision"
29,"Junio","Martes",6,"Guatemala","Urbano",3,"Mujer",18,"15-19","Lesionados","Bus urbano","Colision"
4,"Mayo","Martes",8,"Guatemala","Urbano",5,"Hombre",22,"20-24","Lesionados","Bus urbano","Colision"
17,"Junio","Jueves",10,"Guatemala","Urbano",6,"Hombre",17,"15-19","Lesionados","Bus urbano","Colision"
16,"Octubre","Sabado",21,"Guatemala","Urbano",6,"Hombre",17,"15-19","Lesionados","Bus urbano","Colision"
17,"Junio","Jueves",10,"Guatemala","Urbano",6,"Mujer",18,"15-19","Lesionados","Bus urbano","Colision"
17,"Junio","Jueves",10,"Guatemala","Urbano",6,"Mujer",18,"15-19","Lesionados","Bus urbano","Colision"
17,"Junio","Jueves",10,"Guatemala","Urbano",6,"Mujer",21,"20-24","Lesionados","Bus urbano","Colision"
17,"Junio","Jueves",10,"Guatemala","Urbano",6,"Mujer",21,"20-24","Lesionados","Bus urbano","Colision"
1,"Septiembre","Miercoles",8,"Guatemala","Urbano",9,"Hombre",26,"25-29","Fallecidos","Bus urbano","Colision"
10,"Abril","Sabado",23,"Guatemala","Urbano",10,"Hombre",22,"20-24","Lesionados","Bus urbano","Colision"
3,"Diciembre","Viernes",10,"Guatemala","Urbano",10,"Hombre",29,"25-29","Fallecidos","Bus urbano","Colision"
20,"Marzo","Sabado",12,"Guatemala","Urbano",12,"Mujer",29,"25-29","Lesionados","Bus urbano","Colision"
21,"Marzo","Domingo",20,"Guatemala","Urbano",6,"Hombre",19,"15-19","Lesionados","Mototaxi","Colision"
19,"Mayo","Miercoles",4,"Guatemala","Urbano",1,"Hombre",17,"15-19","Lesionados","Ignorado","Colision"
19,"Mayo","Miercoles",4,"Guatemala","Urbano",1,"Hombre",18,"15-19","Lesionados","Ignorado","Colision"
19,"Mayo","Miercoles",4,"Guatemala","Urbano",1,"Hombre",22,"20-24","Lesionados","Ignorado","Colision"
5,"Julio","Lunes",8,"Guatemala","Urbano",1,"Hombre",25,"25-29","Lesionados","Automovil","Choque, empotro"
5,"Julio","Lunes",8,"Guatemala","Urbano",1,"Hombre",25,"25-29","Lesionados","Automovil","Choque, empotro"
10,"Diciembre","Viernes",0,"Guatemala","Urbano",2,"Hombre",26,"25-29","Lesionados","Automovil","Choque, empotro"
1,"Noviembre","Lunes",1,"Guatemala","Urbano",5,"Hombre",18,"15-19","Lesionados","Automovil","Choque, empotro"
16,"Marzo","Martes",6,"Guatemala","Urbano",5,"Hombre",18,"15-19","Lesionados","Automovil","Choque, empotro"
16,"Marzo","Martes",6,"Guatemala","Urbano",5,"Hombre",22,"20-24","Lesionados","Automovil","Choque, empotro"
16,"Enero","Sabado",5,"Guatemala","Urbano",5,"Hombre",26,"25-29","Lesionados","Automovil","Choque, empotro"
24,"Julio","Sabado",5,"Guatemala","Urbano",5,"Hombre",26,"25-29","Lesionados","Automovil","Choque, empotro"
24,"Julio","Sabado",5,"Guatemala","Urbano",5,"Hombre",29,"25-29","Lesionados","Automovil","Choque, empotro"
31,"Julio","Sabado",3,"Guatemala","Urbano",7,"Hombre",19,"15-19","Lesionados","Automovil","Choque, empotro"
24,"Julio","Sabado",19,"Guatemala","Urbano",7,"Hombre",19,"15-19","Lesionados","Automovil","Choque, empotro"
31,"Julio","Sabado",3,"Guatemala","Urbano",7,"Hombre",24,"20-24","Fallecidos","Automovil","Choque, empotro"
1,"Mayo","Sabado",7,"Guatemala","Urbano",7,"Hombre",28,"25-29","Lesionados","Automovil","Choque, empotro"
30,"Abril","Viernes",6,"Guatemala","Urbano",8,"Hombre",23,"20-24","Lesionados","Automovil","Choque, empotro"
30,"Abril","Viernes",6,"Guatemala","Urbano",8,"Mujer",26,"25-29","Lesionados","Automovil","Choque, empotro"
6,"Mayo","Jueves",1,"Guatemala","Urbano",8,"Hombre",27,"25-29","Lesionados","Automovil","Choque, empotro"
17,"Diciembre","Viernes",20,"Guatemala","Urbano",9,"Hombre",21,"20-24","Lesionados","Automovil","Choque, empotro"
22,"Agosto","Domingo",3,"Guatemala","Urbano",9,"Mujer",23,"20-24","Lesionados","Automovil","Choque, empotro"
17,"Diciembre","Viernes",20,"Guatemala","Urbano",9,"Hombre",25,"25-29","Fallecidos","Automovil","Choque, empotro"
17,"Diciembre","Viernes",20,"Guatemala","Urbano",9,"Hombre",28,"25-29","Lesionados","Automovil","Choque, empotro"
30,"Mayo","Domingo",5,"Guatemala","Urbano",9,"Hombre",29,"25-29","Lesionados","Automovil","Choque, empotro"
13,"Septiembre","Lunes",1,"Guatemala","Urbano",10,"Hombre",17,"15-19","Fallecidos","Automovil","Choque, empotro"
13,"Septiembre","Lunes",6,"Guatemala","Urbano",10,"Hombre",26,"25-29","Lesionados","Automovil","Choque, empotro"
13,"Septiembre","Lunes",1,"Guatemala","Urbano",10,"Mujer",27,"25-29","Fallecidos","Automovil","Choque, empotro"
4,"Agosto","Miercoles",1,"Guatemala","Urbano",11,"Hombre",25,"25-29","Lesionados","Automovil","Choque, empotro"
8,"Diciembre","Miercoles",17,"Guatemala","Urbano",11,"Mujer",26,"25-29","Lesionados","Automovil","Choque, empotro"
8,"Diciembre","Miercoles",17,"Guatemala","Urbano",11,"Hombre",26,"25-29","Lesionados","Automovil","Choque, empotro"
