<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","estado_pil"
138,17,"Enero","Jueves",15,"12:00 a 17:59","Guatemala","Santa Catarina Pinula","Urbano","Ignorado","Hombre","29","25-29","Mayor","Motocicleta","Rojo","2012","Colisión","Sniper","Normal"
139,17,"Enero","Jueves",16,"12:00 a 17:59","Guatemala","Guatemala","Urbano","12","Hombre","39","35-39","Mayor","Cabezal","Ignorado","IGNORADO","Colisión","Ignorado","Normal"
140,17,"Enero","Jueves",13,"12:00 a 17:59","Escuintla","Santa Lucía Cotzumalguapa","Urbano","Ignorado","Hombre","25","25-29","Mayor","Automovil","Negro","2007","Colisión","Toyota","Normal"
141,17,"Enero","Jueves",16,"12:00 a 17:59","Santa Rosa","Cuilapa","Urbano","Ignorado","Hombre","29","25-29","Mayor","Bus extraurbano","Amarillo","IGNORADO","Colisión","International","Normal"
142,17,"Enero","Jueves",17,"12:00 a 17:59","San Marcos","Ocós","Urbano","Ignorado","Hombre","29","25-29","Mayor","Camioneta","Verde","1995","Choque","Toyota","Ebrio"
143,17,"Enero","Jueves",10,"06:00 a 11:59","El Progreso","Guastatoya","Rural","Ignorado","Hombre","23","20-24","Mayor","Pick up","Gris","1995","Choque","Nissan_duplicated_37","Normal"
144,17,"Enero","Jueves",16,"12:00 a 17:59","Sacatepéquez","Sumpango","Rural","Ignorado","Hombre","22","20-24","Mayor","Camión","Rojo","1986","Colisión","Mercedes benz","Normal"
145,17,"Enero","Jueves",20,"18:00 a 23:59","Guatemala","Guatemala","Rural","12","Hombre","50","50-54","Mayor","Automovil","Café","2000","Colisión","Mazda","Normal"
146,17,"Enero","Jueves",19,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","54","50-54","Mayor","Pick up","Beige","IGNORADO","Vuelco","Toyota","Normal"
147,17,"Enero","Jueves",22,"18:00 a 23:59","Quetzaltenango","Flores Costa Cuca","Rural","Ignorado","Hombre","52","50-54","Mayor","Motocicleta","Ignorado","IGNORADO","Colisión","Ignorado","Normal"
148,17,"Enero","Jueves",8,"06:00 a 11:59","Alta Verapaz","Cahabón","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Mototaxi","Ignorado","IGNORADO","Choque","Ignorado","Normal"
149,18,"Enero","Viernes",18,"18:00 a 23:59","Guatemala","Guatemala","Urbano","7","Hombre","61","60 y mas","Mayor","Automovil","Blanco","2004","Colisión","Toyota","Normal"
150,18,"Enero","Viernes",22,"18:00 a 23:59","Santa Rosa","Nueva Santa Rosa","Rural","Ignorado","Hombre","18","15-19","Mayor","Automovil","Gris","IGNORADO","Choque","Mazda","Ignorado"
151,18,"Enero","Viernes",2,"00:00 a 05:59","Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","19","15-19","Mayor","Microbus","Blanco","2007","Choque","Ignorado","Ebrio"
152,18,"Enero","Viernes",14,"12:00 a 17:59","Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","17","15-19","Menor","Motocicleta","Azul","IGNORADO","Colisión","Suzuki","Normal"
153,18,"Enero","Viernes",21,"18:00 a 23:59","Totonicapán","San Cristóbal Totonicapán","Rural","Ignorado","Hombre","29","25-29","Mayor","Camión","Blanco","IGNORADO","Colisión","Isuzu","Normal"
154,18,"Enero","Viernes",12,"12:00 a 17:59","Quiché","Santa Cruz del Quiché","Urbano","1","Hombre","23","20-24","Mayor","Mototaxi","Rojo","2010","Colisión","Bajaj","Normal"
155,19,"Enero","Sabado",23,"18:00 a 23:59","Guatemala","Guatemala","Urbano","6","Hombre","23","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Ignorado","Normal"
156,19,"Enero","Sabado",1,"00:00 a 05:59","Guatemala","Villa Nueva","Urbano","3","Hombre","31","30-34","Mayor","Pick up","Blanco","IGNORADO","Choque","Isuzu","Normal"
157,19,"Enero","Sabado",3,"00:00 a 05:59","Guatemala","Guatemala","Urbano","19","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Negro","IGNORADO","Colisión","Ignorado","Ignorado"
158,19,"Enero","Sabado",13,"12:00 a 17:59","Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Mujer","32","30-34","Mayor","Automovil","Gris","IGNORADO","Colisión","Nissan_duplicated_37","Normal"
159,19,"Enero","Sabado",21,"18:00 a 23:59","Santa Rosa","Barberena","Rural","Ignorado","Hombre","18","15-19","Mayor","Pick up","Gris","IGNORADO","Choque","Mazda","Normal"
160,19,"Enero","Sabado",11,"06:00 a 11:59","El Progreso","Guastatoya","Rural","Ignorado","Hombre","55","55-59","Mayor","Camión","Blanco","IGNORADO","Colisión","Hino","Normal"
161,19,"Enero","Sabado",20,"18:00 a 23:59","El Progreso","San Antonio la Paz","Rural","Ignorado","Hombre","43","40-44","Mayor","Pick up","Ignorado","1989","Colisión","Ignorado","Normal"
162,19,"Enero","Sabado",22,"18:00 a 23:59","Solola","Santa Catalina Ixtahuacán","Rural","Ignorado","Hombre","38","35-39","Mayor","Pick up","Negro","IGNORADO","Choque","Toyota","Ebrio"
163,20,"Enero","Domingo",23,"18:00 a 23:59","Guatemala","Guatemala","Urbano","1","Hombre","33","30-34","Mayor","Automovil","Rojo","2007","Colisión","Mitsubishi","Ebrio"
164,20,"Enero","Domingo",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","6","Hombre","22","20-24","Mayor","Motocicleta","Rojo","IGNORADO","Choque","Bajaj","Ebrio"
165,20,"Enero","Domingo",2,"00:00 a 05:59","Guatemala","Guatemala","Urbano","15","Hombre","24","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Vuelco","Ignorado","Ebrio"
166,20,"Enero","Domingo",2,"00:00 a 05:59","Guatemala","Guatemala","Urbano","12","Hombre","26","25-29","Mayor","Automovil","Rojo","1995","Colisión","Volkwagen","Ebrio"
167,20,"Enero","Domingo",2,"00:00 a 05:59","Guatemala","Guatemala","Urbano","7","Hombre","21","20-24","Mayor","Automovil","Ignorado","2000","Choque","Mazda","Normal"
168,20,"Enero","Domingo",2,"00:00 a 05:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","40","40-44","Mayor","Camioneta","Ignorado","IGNORADO","Colisión","Ignorado","Normal"
169,20,"Enero","Domingo",3,"00:00 a 05:59","Guatemala","Villa Canales","Rural","Ignorado","Mujer","32","30-34","Mayor","Automovil","Blanco","IGNORADO","Colisión","Toyota","Normal"
170,20,"Enero","Domingo",6,"06:00 a 11:59","Jutiapa","Quesada","Rural","Ignorado","Hombre","19","15-19","Mayor","Mototaxi","Rojo","2005","Vuelco","Ignorado","Normal"
171,20,"Enero","Domingo",16,"12:00 a 17:59","Jutiapa","Jalpatagua","Rural","Ignorado","Hombre","23","20-24","Mayor","Pick up","Negro","1989","Vuelco","Toyota","Ebrio"
172,20,"Enero","Domingo",11,"06:00 a 11:59","Chiquimula","Esquipulas","Rural","Ignorado","Hombre","36","35-39","Mayor","Automovil","Gris","2005","Colisión","Mazda","Normal"
173,20,"Enero","Domingo",2,"00:00 a 05:59","Escuintla","Palín","Rural","Ignorado","Hombre","36","35-39","Mayor","Automovil","Celeste","1989","Colisión","Ignorado","Normal"
174,20,"Enero","Domingo",7,"06:00 a 11:59","Escuintla","San José","Rural","Ignorado","Hombre","21","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Ignorado","Normal"
175,20,"Enero","Domingo",0,"00:00 a 05:59","Quetzaltenango","San Carlos Sija","Urbano","1","Hombre","26","25-29","Mayor","Pick up","Rojo","IGNORADO","Colisión","Toyota","Normal"
176,20,"Enero","Domingo",14,"12:00 a 17:59","Chimaltenango","El Tejar","Rural","Ignorado","Hombre","18","15-19","Mayor","Pick up","Gris","IGNORADO","Colisión","Toyota","Normal"
177,21,"Enero","Lunes",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","5","Hombre","Ignorado","Ignorado","Mayor","Automovil","Rojo","IGNORADO","Choque","Mitsubishi","Ebrio"
178,21,"Enero","Lunes",16,"12:00 a 17:59","Guatemala","Guatemala","Urbano","25","Hombre","18","15-19","Mayor","Motocicleta","Negro","IGNORADO","Choque","Suzuki","Ignorado"
179,21,"Enero","Lunes",12,"12:00 a 17:59","Retalhuleu","Santa Cruz Muluá","Rural","Ignorado","Hombre","45","45-49","Mayor","Pick up","Negro","1989","Colisión","Toyota","Normal"
180,21,"Enero","Lunes",16,"12:00 a 17:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","45","45-49","Mayor","Pick up","Azul","1994","Choque","Toyota","Ebrio"
181,21,"Enero","Lunes",19,"18:00 a 23:59","Totonicapán","Momostenango","Rural","Ignorado","Hombre","32","30-34","Mayor","Cabezal","Blanco","IGNORADO","Colisión","Freightliner","Normal"
182,21,"Enero","Lunes",12,"12:00 a 17:59","Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Pick up","Negro","IGNORADO","Vuelco","Toyota","Ignorado"
183,22,"Enero","Martes",16,"12:00 a 17:59","Jutiapa","Moyuta","Rural","Ignorado","Mujer","45","45-49","Mayor","Automovil","Negro","2001","Colisión","Volkwagen","Normal"
184,22,"Enero","Martes",10,"06:00 a 11:59","Suchitepéquez","Patulul","Rural","Ignorado","Hombre","34","30-34","Mayor","Camión","Rojo","1996","Colisión","Freightliner","Ignorado"
185,22,"Enero","Martes",17,"12:00 a 17:59","Chimaltenango","Tecpán Guatemala","Rural","Ignorado","Hombre","27","25-29","Mayor","Pick up","Rojo","1988","Colisión","Toyota","Normal"
186,23,"Enero","Miercoles",12,"12:00 a 17:59","Guatemala","Guatemala","Urbano","5","Hombre","35","35-39","Mayor","Ignorado","Blanco","2002","Choque","Kia","Normal"
187,23,"Enero","Miercoles",17,"12:00 a 17:59","Guatemala","Guatemala","Urbano","7","Hombre","32","30-34","Mayor","Camión","Blanco","1999","Colisión","International","Normal"
188,23,"Enero","Miercoles",21,"18:00 a 23:59","Guatemala","Guatemala","Urbano","1","Hombre","34","30-34","Mayor","Automovil","Gris","1995","Colisión","Nissan_duplicated_37","Ebrio"
189,23,"Enero","Miercoles",16,"12:00 a 17:59","Guatemala","Mixco","Rural","5","Hombre","Ignorado","Ignorado","Mayor","Motocicleta","Rojo","IGNORADO","Colisión","Honda","Normal"
190,23,"Enero","Miercoles",18,"18:00 a 23:59","San Marcos","Tajumulco","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Mayor","Pick up","Ignorado","IGNORADO","Vuelco","Ignorado","Ignorado"
191,23,"Enero","Miercoles",18,"18:00 a 23:59","Huehuetenango","Huehuetenango","Urbano","4","Hombre","61","60 y mas","Mayor","Automovil","Corinto","1992","Colisión","Toyota","Ignorado"
192,23,"Enero","Miercoles",0,"00:00 a 05:59","Huehuetenango","Huehuetenango","Urbano","8","Mujer","23","20-24","Mayor","Automovil","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
193,23,"Enero","Miercoles",20,"18:00 a 23:59","Baja Verapaz","Salamá","Rural","Ignorado","Hombre","31","30-34","Mayor","Camión","Blanco","1995","Colisión","Isuzu","Normal"
194,23,"Enero","Miercoles",20,"18:00 a 23:59","Petén","San Luis","Rural","Ignorado","Hombre","33","30-34","Mayor","Pick up","Gris","IGNORADO","Colisión","Mazda","Normal"
195,23,"Enero","Miercoles",14,"12:00 a 17:59","Chimaltenango","Patzún","Rural","Ignorado","Hombre","54","50-54","Mayor","Microbus","Verde","2001","Colisión","Toyota","Normal"
196,23,"Enero","Miercoles",14,"12:00 a 17:59","Sacatepéquez","Ciudad Vieja","Rural","Ignorado","Hombre","39","35-39","Mayor","Cabezal","Verde","IGNORADO","Colisión","Freightliner","Normal"
197,24,"Enero","Jueves",8,"06:00 a 11:59","Guatemala","Guatemala","Urbano","9","Hombre","35","35-39","Mayor","Motocicleta","Blanco","2011","Colisión","Honda","Normal"
198,24,"Enero","Jueves",17,"12:00 a 17:59","Guatemala","Guatemala","Urbano","12","Hombre","25","25-29","Mayor","Automovil","Blanco","1970","Colisión","Datsun","Normal"
199,24,"Enero","Jueves",16,"12:00 a 17:59","Guatemala","Guatemala","Urbano","11","Hombre","28","25-29","Mayor","Motocicleta","Negro","2009","Colisión","Ignorado","Normal"
200,24,"Enero","Jueves",21,"18:00 a 23:59","Guatemala","Mixco","Urbano","4","Hombre","60","60 y mas","Mayor","Automovil","Blanco","2013","Colisión","Suzuki","Ebrio"
201,24,"Enero","Jueves",12,"12:00 a 17:59","Jutiapa","Jalpatagua","Rural","Ignorado","Hombre","26","25-29","Mayor","Camioneta","Beige","1984","Colisión","Jeep","Normal"
202,24,"Enero","Jueves",22,"18:00 a 23:59","Jalapa","Jalapa","Rural","Ignorado","Hombre","22","20-24","Mayor","Pick up","Ignorado","IGNORADO","Vuelco","Toyota","Normal"
203,24,"Enero","Jueves",0,"00:00 a 05:59","Zacapa","Zacapa","Rural","Ignorado","Hombre","20","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Vuelco","Ignorado","Normal"
204,24,"Enero","Jueves",5,"00:00 a 05:59","Santa Rosa","Pueblo Nuevo Viñas","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Cabezal","Blanco","IGNORADO","Vuelco","International","Normal"
205,24,"Enero","Jueves",15,"12:00 a 17:59","Huehuetenango","San Pedro Necta","Rural","Ignorado","Hombre","54","50-54","Mayor","Camioneta","Verde","1985","Colisión","Toyota","Ebrio"
206,24,"Enero","Jueves",1,"00:00 a 05:59","Alta Verapaz","Tucurú","Urbano","3","Hombre","25","25-29","Mayor","Automovil","Morado","1995","Colisión","Mazda","Ebrio"
207,24,"Enero","Jueves",15,"12:00 a 17:59","El Progreso","Sanarate","Rural","Ignorado","Hombre","49","45-49","Mayor","Pick up","Blanco","2008","Colisión","Toyota","Normal"
208,24,"Enero","Jueves",0,"00:00 a 05:59","Petén","Poptún","Rural","Ignorado","Hombre","30","30-34","Mayor","Motocicleta","Gris","IGNORADO","Vuelco","Suzuki","Normal"
209,24,"Enero","Jueves",19,"18:00 a 23:59","Quiché","Chicamán","Rural","Ignorado","Hombre","30","30-34","Mayor","Camión","Blanco","IGNORADO","Vuelco","Isuzu","Normal"
210,25,"Enero","Viernes",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","7","Hombre","33","30-34","Mayor","Motocicleta","Negro","IGNORADO","Vuelco","Honda","Normal"
211,25,"Enero","Viernes",8,"06:00 a 11:59","Guatemala","Petapa","Urbano","Ignorado","Hombre","37","35-39","Mayor","Motocicleta","Corinto","2007","Colisión","Ignorado","Normal"
212,25,"Enero","Viernes",19,"18:00 a 23:59","Chiquimula","Chiquimula","Rural","Ignorado","Hombre","17","15-19","Menor","Motocicleta","Ignorado","IGNORADO","Colisión","Suzuki","Normal"
213,25,"Enero","Viernes",19,"18:00 a 23:59","Zacapa","Teculután","Rural","Ignorado","Hombre","27","25-29","Mayor","Motocicleta","Ignorado","IGNORADO","Vuelco","Ignorado","Normal"
214,25,"Enero","Viernes",6,"06:00 a 11:59","Escuintla","Palín","Rural","Ignorado","Hombre","25","25-29","Mayor","Camioneta","Gris","2002","Choque","Ford","Normal"
215,25,"Enero","Viernes",23,"18:00 a 23:59","Retalhuleu","San Sebastián","Rural","Ignorado","Hombre","28","25-29","Mayor","Motocicleta","Negro","2004","Choque","Honda","Normal"
216,25,"Enero","Viernes",20,"18:00 a 23:59","Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","22","20-24","Mayor","Motocicleta","Blanco","2013","Colisión","Freedom","Normal"
217,25,"Enero","Viernes",23,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","20","20-24","Mayor","Automovil","Gris","2012","Colisión","Toyota","Ebrio"
218,25,"Enero","Viernes",12,"12:00 a 17:59","Quetzaltenango","Génova","Rural","Ignorado","Hombre","42","40-44","Mayor","Mototaxi","Rojo","IGNORADO","Colisión","Bajaj","Ebrio"
219,25,"Enero","Viernes",14,"12:00 a 17:59","Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","44","40-44","Mayor","Automovil","Blanco","2005","Choque","Hyundai","Normal"
220,25,"Enero","Viernes",18,"18:00 a 23:59","Totonicapán","Totonicapán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Rojo","1992","Vuelco","International","Ignorado"
221,26,"Enero","Sabado",22,"18:00 a 23:59","Guatemala","Guatemala","Urbano","9","Hombre","35","35-39","Mayor","Automovil","Ignorado","IGNORADO","Colisión","Toyota","Ebrio"
222,26,"Enero","Sabado",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","6","Hombre","22","20-24","Mayor","Motocicleta","Rojo","IGNORADO","Choque","Honda","Ebrio"
223,26,"Enero","Sabado",4,"00:00 a 05:59","Guatemala","Guatemala","Urbano","12","Hombre","28","25-29","Mayor","Automovil","Rojo","1998","Choque","Bmw","Ebrio"
224,26,"Enero","Sabado",17,"12:00 a 17:59","Santa Rosa","Taxisco","Rural","Ignorado","Hombre","49","45-49","Mayor","Pick up","Blanco","1986","Colisión","Toyota","Normal"
225,26,"Enero","Sabado",22,"18:00 a 23:59","Suchitepéquez","Patulul","Rural","Ignorado","Hombre","34","30-34","Mayor","Pick up","Celeste","1988","Colisión","Toyota","Ebrio"
226,26,"Enero","Sabado",0,"00:00 a 05:59","Retalhuleu","San Felipe","Rural","Ignorado","Hombre","37","35-39","Mayor","Automovil","Verde","1994","Colisión","Geo","Ebrio"
227,26,"Enero","Sabado",11,"06:00 a 11:59","Huehuetenango","Huehuetenango","Urbano","2","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","IGNORADO","Colisión","Ignorado","Ignorado"
228,27,"Enero","Domingo",4,"00:00 a 05:59","Guatemala","Guatemala","Urbano","7","Hombre","29","25-29","Mayor","Automovil","Negro","IGNORADO","Choque","Volkwagen","Ebrio"
229,27,"Enero","Domingo",20,"18:00 a 23:59","Guatemala","Guatemala","Urbano","11","Hombre","28","25-29","Mayor","Automovil","Corinto","1996","Colisión","Nissan_duplicated_37","Ebrio"
230,27,"Enero","Domingo",15,"12:00 a 17:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","40","40-44","Mayor","Pick up","Rojo","1990","Choque","Isuzu","Normal"
231,27,"Enero","Domingo",0,"00:00 a 05:59","Guatemala","Villa Canales","Rural","Ignorado","Hombre","17","15-19","Menor","Motocicleta","Negro","IGNORADO","Colisión","Sniper","Normal"
232,27,"Enero","Domingo",17,"12:00 a 17:59","Guatemala","Guatemala","Urbano","1","Hombre","22","20-24","Mayor","Camión","Blanco","IGNORADO","Colisión","Mitsubishi","Ebrio"
233,27,"Enero","Domingo",15,"12:00 a 17:59","Jalapa","Mataquescuintla","Urbano","1","Hombre","23","20-24","Mayor","Camión","Blanco","1996","Colisión","Isuzu","Ebrio"
234,27,"Enero","Domingo",3,"00:00 a 05:59","Chiquimula","Concepción Las Minas","Rural","Ignorado","Hombre","25","25-29","Mayor","Automovil","Azul","2007","Colisión","Mazda","Normal"
235,27,"Enero","Domingo",21,"18:00 a 23:59","Zacapa","Zacapa","Rural","Ignorado","Hombre","18","15-19","Mayor","Motocicleta","Azul","2007","Colisión","Sniper","Normal"
236,27,"Enero","Domingo",1,"00:00 a 05:59","Escuintla","San José","Rural","Ignorado","Hombre","23","20-24","Mayor","Automovil","Negro","1990","Choque","Peugeot","Ebrio"
237,27,"Enero","Domingo",17,"12:00 a 17:59","Santa Rosa","Nueva Santa Rosa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
238,27,"Enero","Domingo",17,"12:00 a 17:59","Quetzaltenango","Quetzaltenango","Urbano","6","Hombre","32","30-34","Mayor","Microbus","Blanco","2005","Colisión","Kia","Ebrio"
239,27,"Enero","Domingo",16,"12:00 a 17:59","Baja Verapaz","Salamá","Rural","Ignorado","Hombre","55","55-59","Mayor","Microbus","Beige","2008","Colisión","Mitsubishi","Normal"
240,27,"Enero","Domingo",16,"12:00 a 17:59","Baja Verapaz","Salamá","Rural","Ignorado","Hombre","19","15-19","Mayor","Motocicleta","Negro","IGNORADO","Colisión","Bajaj","Normal"
241,27,"Enero","Domingo",22,"18:00 a 23:59","El Progreso","Sanarate","Rural","Ignorado","Hombre","25","25-29","Mayor","Automovil","Blanco","1995","Colisión","Ignorado","Normal"
242,28,"Enero","Lunes",23,"18:00 a 23:59","Guatemala","Guatemala","Urbano","18","Hombre","40","40-44","Mayor","Automovil","Corinto","IGNORADO","Colisión","Toyota","Normal"
243,28,"Enero","Lunes",20,"18:00 a 23:59","Guatemala","Palencia","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Cabezal","Amarillo","IGNORADO","Vuelco","Freightliner","Ignorado"
244,28,"Enero","Lunes",18,"18:00 a 23:59","Guatemala","Guatemala","Urbano","12","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
245,28,"Enero","Lunes",0,"00:00 a 05:59","Jalapa","San Luis Jilotepeque","Rural","Ignorado","Hombre","18","15-19","Mayor","Pick up","Gris","IGNORADO","Caida","Toyota","Ebrio"
246,28,"Enero","Lunes",17,"12:00 a 17:59","Santa Rosa","Santa Rosa de Lima","Rural","Ignorado","Hombre","21","20-24","Mayor","Mototaxi","Rojo","2006","Colisión","Bajaj","Ebrio"
247,28,"Enero","Lunes",17,"12:00 a 17:59","Petén","San Benito","Rural","Ignorado","Hombre","56","55-59","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Suzuki","Normal"
248,28,"Enero","Lunes",16,"12:00 a 17:59","Petén","Dolores","Rural","Ignorado","Hombre","42","40-44","Mayor","Automovil","Beige","1998","Colisión","Toyota","Normal"
249,29,"Enero","Martes",10,"06:00 a 11:59","Guatemala","Guatemala","Urbano","18","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
250,29,"Enero","Martes",8,"06:00 a 11:59","Zacapa","Gualán","Rural","Ignorado","Hombre","44","40-44","Mayor","Cabezal","Rojo","1998","Colisión","Freightliner","Normal"
251,29,"Enero","Martes",22,"18:00 a 23:59","Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","41","40-44","Mayor","Motocicleta","Rojo","IGNORADO","Vuelco","Italika","Normal"
252,29,"Enero","Martes",15,"12:00 a 17:59","Alta Verapaz","Chisec","Rural","Ignorado","Hombre","24","20-24","Mayor","Motocicleta","Negro","IGNORADO","Colisión","Suzuki","Normal"
